Data,Ticker,Płynność bieżąca,Udział zysku netto w przepływach operacyjnych,ROE,Marża zysku operacyjnego,Cena / Wartość księgowa,Cena / Zysk,Zadłużenie ogólne
2011-09-30,CDR,1.99,529.93,21.77,23.64,292.43,1343.03,0.29
2011-12-31,CDR,1.74,12952.43,19.42,20.28,296.36,1526.36,0.33
2012-03-31,CDR,2.06,354.34,16.38,16.71,295.05,1801.71,0.27
2012-06-30,CDR,2.24,-1227.71,12.59,14.14,265.91,2111.34,0.28
2012-09-30,CDR,2.16,83.54,12.79,13.00,255.24,1995.78,0.29
2012-12-31,CDR,2.48,105.36,18.56,17.29,241.37,1300.44,0.25
2013-03-31,CDR,3.12,103.12,20.34,17.71,234.47,1152.8,0.19
2013-06-30,CDR,3.06,77.07,13.76,13.84,228.43,1660.53,0.2
2013-09-30,CDR,2.78,106.60,12.57,13.42,222.43,1768.86,0.22
2013-12-31,CDR,2.72,67.56,8.95,10.46,219.67,2454.68,0.23
2014-03-31,CDR,2.19,60.34,7.33,8.87,217.38,2967.04,0.3
2014-06-30,CDR,2.03,50.49,7.07,7.74,220.52,3118.05,0.34
2014-09-30,CDR,1.9,27.81,2.67,2.36,223.05,8340.88,0.36
2014-12-31,CDR,1.98,-112.89,3.10,3.84,217.68,7017.41,0.33
2015-03-31,CDR,1.72,14.64,-0.91,1.85,222.31,,0.38
2015-06-30,CDR,2.88,193.84,58.38,48.58,90.12,154.37,0.28
2015-09-30,CDR,3.86,109.14,62.72,51.12,81.85,130.51,0.21
2015-12-31,CDR,3.91,92.15,66.66,53.16,71.2,106.81,0.24
2016-03-31,CDR,4.23,91.79,69.49,54.16,66.85,96.2,0.21
2016-06-30,CDR,5.92,63.51,37.01,49.43,56.32,152.19,0.14
2016-09-30,CDR,6.95,77.65,34.26,49.40,53.35,155.74,0.12
2016-12-31,CDR,7.85,96.55,32.24,52.00,47.66,147.8,0.11
2017-03-31,CDR,8.65,92.85,31.97,53.48,44.98,140.67,0.09
2017-06-30,CDR,6.98,97.13,29.44,54.60,46.49,157.9,0.12
2017-09-30,CDR,7.35,90.67,28.00,55.97,44.37,158.46,0.1
2017-12-31,CDR,7.68,86.44,22.68,52.02,41.94,184.88,0.1
2018-03-31,CDR,8.14,87.04,19.58,48.95,40.75,208.12,0.09
2018-06-30,CDR,11.47,98.82,14.26,42.20,39.38,276.2,0.07
2018-09-30,CDR,11.86,125.22,11.87,37.39,38.62,325.34,0.07
2018-12-31,CDR,6.3,82.46,10.90,30.97,36.92,338.65,0.11
2019-03-31,CDR,6.69,111.34,10.18,28.52,36.17,355.2,0.11
2019-06-30,CDR,4.41,72.56,11.13,27.17,37.96,340.98,0.14
2019-09-30,CDR,3.4,46.29,10.84,25.16,37.22,343.3,0.18
2019-12-31,CDR,2.65,80.90,15.86,34.59,33.49,211.19,0.21
2006-12-31,CIG,2.08,115.40,50.54,27.17,2.66,5.26,0.39
2007-12-31,CIG,4.66,215.66,11.29,22.92,3.06,27.09,0.17
2008-03-31,CIG,5.24,302.38,14.98,24.54,2.93,19.55,0.15
2008-06-30,CIG,5.6,-142.90,11.04,15.10,2.91,26.35,0.12
2008-09-30,CIG,4.53,-105.17,8.48,9.59,2.96,34.96,0.14
2008-12-31,CIG,2.17,-74.92,10.71,-3.41,3.04,28.39,0.33
2009-03-31,CIG,1.94,-28.38,5.91,-10.99,3.0,50.77,0.35
2009-06-30,CIG,1.87,-200.34,3.85,-13.35,3.02,78.46,0.32
2009-09-30,CIG,1.38,-506.64,-11.07,-26.41,3.7,,0.43
2009-12-31,CIG,1.11,-397.01,-80.71,-53.82,5.46,,0.53
2010-03-31,CIG,1.33,-126.87,-49.66,-32.89,4.51,,0.47
2010-06-30,CIG,1.63,-26.29,-9.03,-5.97,3.34,,0.41
2010-09-30,CIG,2.07,78.80,37.64,27.00,2.32,6.17,0.36
2010-12-31,CIG,2.6,93.47,62.60,38.40,2.16,3.44,0.28
2011-03-31,CIG,3.99,79.80,56.07,34.25,2.1,3.74,0.17
2011-06-30,CIG,3.66,83.55,49.95,33.73,1.74,3.49,0.2
2011-09-30,CIG,3.45,68.32,33.67,26.65,1.55,4.6,0.2
2011-12-31,CIG,3.34,66.39,29.29,25.84,1.6,5.47,0.18
2012-03-31,CIG,3.22,52.07,23.55,24.12,1.59,6.74,0.16
2012-06-30,CIG,1.92,9.81,4.00,9.44,1.7,42.65,0.19
2012-09-30,CIG,1.2,-41.33,-14.09,-13.78,1.77,,0.35
2012-12-31,CIG,0.84,-218.16,-49.91,-52.01,2.34,,0.45
2013-03-31,CIG,1.35,-438.82,10.16,9.24,1.46,14.35,0.5
2013-06-30,CIG,2.23,110.71,35.32,12.34,1.11,3.14,0.17
2013-09-30,CIG,2.71,109.43,37.22,14.59,1.12,3.01,0.2
2013-12-31,CIG,1.82,97.55,36.89,14.69,1.15,3.12,0.18
2014-03-31,CIG,1.35,10.69,5.13,-48.03,1.17,22.82,0.17
2014-06-30,CIG,1.15,-332.79,-42.08,-73.35,1.38,,0.27
2014-09-30,CIG,0.71,-201.76,-55.68,-106.83,1.53,,0.32
2014-12-31,CIG,3.6,6.53,2.51,2.21,1.12,44.43,0.16
2015-03-31,CIG,6.56,9.06,4.30,3.07,1.11,25.92,0.1
2015-06-30,CIG,3.58,29.63,15.80,12.02,1.15,7.3,0.13
2015-09-30,CIG,3.37,53.57,19.74,14.48,1.22,6.2,0.11
2015-12-31,CIG,1.52,-42.96,-10.45,-35.98,1.23,,0.17
2016-03-31,CIG,1.03,-89.70,-12.75,-32.91,1.26,,0.24
2016-06-30,CIG,0.78,-104.96,-10.66,-23.31,1.28,,0.22
2016-09-30,CIG,0.52,-74.97,-8.45,-14.68,1.33,,0.29
2016-12-31,CIG,1.09,-358.26,-19.42,-59.21,1.11,,0.29
2017-03-31,CIG,0.74,123.13,-26.58,-94.91,1.41,,0.38
2017-06-30,CIG,1.3,-69.53,-14.16,-8.92,1.29,,0.26
2017-09-30,CIG,2.26,-15.59,-6.21,0.06,1.24,,0.2
2017-12-31,CIG,3.45,16.24,6.10,12.34,1.24,20.28,0.17
2018-03-31,CIG,5.41,22.31,13.28,18.11,1.23,9.25,0.13
2018-06-30,CIG,4.36,-25.94,-7.51,3.62,1.39,,0.15
2018-09-30,CIG,3.29,-120.01,-15.00,-18.30,1.42,,0.2
2018-12-31,CIG,2.38,-258.02,-33.96,-101.79,1.66,,0.28
2019-03-31,CIG,1.95,-318.00,-38.89,-137.90,1.71,,0.35
2019-06-30,CIG,0.74,-1647.04,-30.61,-145.10,1.63,,0.35
2019-09-30,CIG,0.54,1109.51,-41.52,-153.39,2.1,,0.41
2019-12-31,CIG,1.15,192.57,-4.77,2.21,1.83,,0.38
2004-12-31,CMP,1.49,21.53,-9.18,11.14,3.49,,0.54
2005-12-31,CMP,3.66,-1118.05,11.33,12.55,2.04,18.01,0.34
2006-03-31,CMP,3.57,97.30,7.76,10.38,1.66,21.39,0.34
2006-06-30,CMP,2.97,89.66,8.00,9.15,2.02,25.31,0.38
2006-09-30,CMP,3.03,114.16,9.04,11.80,1.92,21.24,0.37
2006-12-31,CMP,2.25,53.21,14.42,13.42,1.75,12.11,0.46
2007-03-31,CMP,2.92,133.54,15.97,14.49,1.72,10.74,0.43
2007-06-30,CMP,2.43,164.41,9.63,15.05,1.19,12.38,0.27
2007-09-30,CMP,2.7,133.60,9.73,14.85,1.17,12.0,0.23
2007-12-31,CMP,1.7,167.39,8.04,14.68,0.94,11.73,0.31
2008-03-31,CMP,2.38,68.15,7.16,10.59,0.95,13.21,0.19
2008-06-30,CMP,2.48,146.05,7.33,8.55,0.94,12.88,0.18
2008-09-30,CMP,2.42,90.61,6.13,6.08,0.95,15.51,0.17
2008-12-31,CMP,1.59,91.83,5.53,5.64,0.91,16.45,0.32
2009-03-31,CMP,2.14,53.09,6.26,6.20,0.91,14.48,0.21
2009-06-30,CMP,2.47,70.15,6.16,6.33,0.89,14.41,0.16
2009-09-30,CMP,2.0,73.98,6.79,7.54,0.88,12.94,0.18
2009-12-31,CMP,1.77,44.72,6.09,9.22,0.84,13.85,0.2
2010-03-31,CMP,2.43,175.96,6.89,8.79,0.83,12.07,0.14
2010-06-30,CMP,1.89,64.28,7.56,8.96,0.89,11.81,0.22
2010-09-30,CMP,1.9,80.77,6.53,7.26,0.9,13.7,0.2
2010-12-31,CMP,1.52,-699.31,7.66,9.05,0.84,11.02,0.28
2011-03-31,CMP,1.82,437.19,7.77,10.83,0.83,10.63,0.22
2011-06-30,CMP,1.97,2227.31,11.31,11.61,0.93,8.26,0.32
2011-09-30,CMP,1.85,663.10,11.58,12.10,0.93,8.06,0.32
2011-12-31,CMP,1.59,74.15,7.57,8.05,0.92,12.14,0.35
2012-03-31,CMP,1.71,63.25,6.73,7.82,0.91,13.58,0.3
2012-06-30,CMP,1.57,27.55,2.03,4.26,0.93,45.98,0.33
2012-09-30,CMP,1.37,-26.85,-2.23,-0.27,0.96,,0.35
2012-12-31,CMP,1.3,-40.74,-3.14,0.09,0.93,,0.36
2013-03-31,CMP,1.49,6.01,0.60,4.27,0.89,149.47,0.32
2013-06-30,CMP,1.47,19.96,3.17,6.41,0.88,27.76,0.33
2013-09-30,CMP,1.34,51.77,7.83,10.22,0.9,11.47,0.34
2013-12-31,CMP,1.3,65.68,8.00,9.45,0.87,10.93,0.36
2014-03-31,CMP,1.21,64.63,5.66,7.66,0.86,15.16,0.38
2014-06-30,CMP,1.06,67.47,7.18,8.72,0.84,11.68,0.42
2014-09-30,CMP,1.16,73.92,7.61,8.55,0.85,11.18,0.42
2014-12-31,CMP,1.13,232.69,5.21,8.42,0.83,15.95,0.45
2015-03-31,CMP,1.17,501.16,5.35,8.45,0.81,15.22,0.42
2015-06-30,CMP,1.58,-216.46,4.67,7.58,0.81,17.41,0.43
2015-09-30,CMP,1.49,-73.53,4.23,7.06,0.83,19.66,0.44
2015-12-31,CMP,1.37,31.76,5.70,5.76,0.81,14.3,0.47
2016-03-31,CMP,1.56,65.40,2.93,3.99,0.82,28.08,0.4
2016-06-30,CMP,1.02,19.94,1.84,3.95,0.82,44.46,0.42
2016-09-30,CMP,1.21,4.43,0.57,3.33,0.83,144.95,0.43
2016-12-31,CMP,1.15,-29.09,-1.53,3.24,0.83,,0.46
2017-03-31,CMP,1.18,-3.53,-0.81,3.58,0.83,,0.45
2017-06-30,CMP,1.03,-6.94,-0.58,3.92,0.82,,0.43
2017-09-30,CMP,1.09,2.95,0.26,3.83,0.82,315.99,0.43
2017-12-31,CMP,1.09,3.23,0.12,4.22,0.83,691.43,0.47
2018-03-31,CMP,1.16,-20.01,0.49,4.59,0.83,169.09,0.46
2018-06-30,CMP,1.36,594.28,10.96,6.43,0.74,6.71,0.41
2018-09-30,CMP,1.29,-587.93,11.70,7.73,0.73,6.24,0.43
2018-12-31,CMP,1.19,2777.52,11.90,6.25,0.73,6.14,0.46
2019-03-31,CMP,1.22,622.02,11.41,6.07,0.73,6.39,0.42
2019-06-30,CMP,1.1,208.55,1.11,5.18,0.73,65.35,0.44
2019-09-30,CMP,1.1,243.73,2.04,5.73,0.72,35.02,0.46
2019-12-31,CMP,1.08,248.33,3.74,6.69,0.7,18.79,0.5
2004-12-31,CMR,1.7,90.73,9.60,4.92,11.98,124.77,0.51
2005-03-31,CMR,1.83,-649.21,7.51,3.93,11.83,157.46,0.49
2005-06-30,CMR,1.53,2403.88,11.70,3.59,11.15,95.35,0.55
2005-09-30,CMR,1.96,92.46,15.43,5.18,10.62,68.84,0.46
2005-12-31,CMR,1.58,57.60,19.08,6.16,9.65,50.58,0.53
2006-03-31,CMR,1.9,100.42,20.95,7.58,7.62,36.36,0.35
2006-06-30,CMR,2.05,159.72,19.69,9.11,7.28,36.95,0.33
2006-09-30,CMR,2.02,152.98,19.57,8.54,7.03,35.91,0.36
2006-12-31,CMR,1.75,175.33,21.77,9.27,6.33,29.07,0.44
2007-03-31,CMR,2.08,87.76,18.71,9.09,6.06,32.38,0.38
2007-06-30,CMR,1.7,67.04,18.20,7.89,6.22,34.19,0.47
2007-09-30,CMR,2.01,122.22,17.72,7.81,6.05,34.15,0.42
2007-12-31,CMR,1.85,109.15,14.93,7.57,5.67,37.97,0.46
2008-03-31,CMR,3.98,542.35,43.73,6.87,3.59,8.21,0.33
2008-06-30,CMR,3.76,319.02,41.20,6.00,3.62,8.78,0.35
2008-09-30,CMR,3.98,249.79,39.75,4.65,3.6,9.06,0.35
2008-12-31,CMR,2.29,369.70,40.13,6.55,3.27,8.16,0.42
2009-03-31,CMR,2.42,26.38,6.20,4.59,3.24,52.17,0.39
2009-06-30,CMR,2.55,39.43,6.39,2.28,3.25,50.84,0.38
2009-09-30,CMR,2.66,53.67,8.59,3.06,3.2,37.2,0.36
2009-12-31,CMR,2.38,37.11,6.01,3.33,3.02,50.27,0.38
2010-03-31,CMR,2.42,120.86,6.52,3.78,3.06,46.86,0.37
2010-06-30,CMR,2.35,94.71,8.33,5.17,3.06,36.77,0.38
2010-09-30,CMR,2.51,88.91,7.23,5.32,3.02,41.7,0.37
2010-12-31,CMR,2.21,125.84,7.60,4.99,2.86,37.57,0.4
2011-03-31,CMR,2.25,56.77,7.49,4.42,2.86,38.22,0.39
2011-06-30,CMR,2.09,69.29,3.36,2.51,3.0,89.1,0.38
2011-09-30,CMR,1.94,89.18,4.91,4.39,2.93,59.75,0.39
2011-12-31,CMR,1.98,64.21,6.24,5.05,2.74,43.83,0.4
2012-03-31,CMR,2.16,84.22,7.16,5.34,2.71,37.89,0.37
2012-06-30,CMR,2.14,78.93,11.68,8.21,2.75,23.54,0.37
2012-09-30,CMR,2.27,60.77,8.70,4.83,2.76,31.73,0.36
2012-12-31,CMR,1.6,60.55,6.54,3.48,2.64,40.4,0.46
2013-03-31,CMR,1.71,58.44,5.93,4.02,2.63,44.34,0.44
2013-06-30,CMR,1.67,65.48,5.05,3.18,2.7,53.35,0.44
2013-09-30,CMR,1.83,38.56,5.32,3.22,2.7,50.68,0.43
2013-12-31,CMR,1.77,24.01,4.00,3.67,2.62,65.5,0.44
2014-03-31,CMR,1.85,25.11,4.60,4.25,2.62,56.95,0.42
2014-06-30,CMR,1.78,25.88,5.73,5.36,2.64,46.0,0.42
2014-09-30,CMR,1.82,66.80,8.80,8.93,2.55,28.96,0.42
2014-12-31,CMR,1.88,43.14,9.86,9.49,2.41,24.41,0.42
2015-03-31,CMR,1.95,66.01,11.51,10.20,2.35,20.42,0.41
2015-06-30,CMR,2.14,78.52,12.48,10.95,2.29,18.37,0.37
2015-09-30,CMR,2.02,46.84,9.58,8.55,2.29,23.94,0.37
2015-12-31,CMR,1.88,68.07,10.38,9.99,2.16,20.83,0.4
2016-03-31,CMR,2.01,49.23,8.78,9.43,2.14,24.38,0.38
2016-06-30,CMR,2.13,45.67,7.17,9.09,2.1,29.3,0.37
2016-09-30,CMR,2.22,49.96,8.15,9.62,2.1,25.72,0.36
2016-12-31,CMR,2.0,77.72,8.62,10.50,1.96,22.72,0.4
2017-03-31,CMR,1.99,49.45,8.39,8.39,1.97,23.48,0.41
2017-06-30,CMR,1.98,60.29,8.50,7.12,1.98,23.35,0.41
2017-09-30,CMR,2.1,62.73,7.10,6.59,1.99,28.01,0.4
2017-12-31,CMR,2.0,66.81,4.87,3.24,1.92,39.47,0.41
2018-03-31,CMR,1.77,253.16,3.73,4.21,2.0,53.56,0.45
2018-06-30,CMR,1.72,217.83,4.26,6.18,1.99,46.66,0.46
2018-09-30,CMR,1.83,111.00,6.73,7.30,1.95,28.97,0.43
2018-12-31,CMR,1.64,21.95,3.57,6.39,1.93,54.19,0.47
2019-03-31,CMR,1.58,21.13,5.06,7.51,1.92,37.87,0.5
2019-06-30,CMR,1.62,24.86,6.14,6.89,1.9,31.02,0.48
2019-09-30,CMR,1.78,39.65,8.45,9.56,1.8,21.32,0.45
2019-12-31,CMR,1.7,62.05,11.01,9.98,1.74,15.83,0.47
2020-03-31,CMR,1.7,73.49,11.41,11.33,1.69,14.81,0.48
2008-12-31,CTG,2.41,-172.21,21.63,18.40,0.01,0.05,0.35
2009-12-31,CTG,2.4,-27.71,8.41,3.16,0.01,0.14,0.37
2010-03-31,CTG,,10.60,-3.66,-0.02,0.01,,
2010-06-30,CTG,,-0.55,0.18,1.41,0.01,7.1,
2010-09-30,CTG,,37.68,-13.28,-1.78,0.01,,
2010-12-31,CTG,1.4,128.88,-23.53,-5.01,0.02,,0.62
2011-03-31,CTG,,165.29,-42.59,-5.83,0.03,,
2011-06-30,CTG,1.27,220.63,-61.13,-8.50,0.03,,0.67
2011-09-30,CTG,1.17,-56.31,9.52,0.24,0.02,0.21,0.68
2011-12-31,CTG,1.24,306.98,18.97,4.64,0.02,0.09,0.67
2012-03-31,CTG,,301.16,24.48,4.63,0.02,0.1,
2012-06-30,CTG,1.09,-1462.21,-189.95,-1.31,0.04,,0.64
2012-09-30,CTG,1.16,-1702.33,-2.92,-0.50,0.01,,0.1
2012-12-31,CTG,1.09,9.98,5.48,8.38,0.03,0.56,0.71
2013-03-31,CTG,0.95,-13.34,3.11,5.54,0.03,1.04,0.64
2013-06-30,CTG,0.94,-40.32,11.90,8.49,0.03,0.26,0.56
2013-09-30,CTG,1.17,-30.46,12.93,8.69,0.03,0.24,0.59
2013-12-31,CTG,1.03,-12.27,8.89,5.86,0.03,0.32,0.58
2014-03-31,CTG,1.02,350.23,11.51,7.91,0.03,0.25,0.59
2014-06-30,CTG,1.25,178.53,7.80,5.82,0.03,0.37,0.51
2014-09-30,CTG,1.34,61.17,4.35,4.21,0.03,0.68,0.53
2014-12-31,CTG,1.2,25.34,6.30,5.82,0.03,0.42,0.6
2015-03-31,CTG,1.22,-687.53,6.03,5.53,0.03,0.49,0.59
2015-06-30,CTG,0.69,3.02,6.20,6.51,0.03,0.44,0.82
2015-09-30,CTG,0.95,9.38,12.64,8.27,0.03,0.2,0.83
2015-12-31,CTG,0.76,16.26,19.16,10.29,0.03,0.13,0.83
2016-03-31,CTG,0.67,56.57,19.93,11.71,0.03,0.13,0.79
2016-06-30,CTG,0.55,-19.77,33.65,16.42,0.04,0.11,0.85
2016-09-30,CTG,0.56,-55.24,32.12,22.78,0.04,0.11,0.84
2016-12-31,CTG,0.63,-21.32,13.83,16.97,0.03,0.25,0.84
2017-03-31,CTG,0.6,20.05,9.82,15.78,0.03,0.35,0.84
2017-06-30,CTG,0.46,-36.53,-23.47,-1.84,0.05,,0.88
2017-09-30,CTG,0.56,-123.28,-30.37,-15.66,0.03,,0.84
2017-12-31,CTG,0.2,-2740.79,187.67,-439.11,,,1.46
2018-03-31,CTG,0.2,-3983.05,175.30,-1032.00,,,1.48
2018-06-30,CTG,0.19,4424.90,163.78,-1412.10,,,1.5
2018-09-30,CTG,0.19,-17121.15,158.57,-4256.49,,,1.52
2018-12-31,CTG,0.15,1419.70,8.32,-318.97,,,1.54
2019-03-31,CTG,0.16,-694.51,7.69,-466.92,,,1.55
2011-12-31,DAT,0.41,788.57,-104.94,-461.67,356.46,,0.58
2012-12-31,DAT,3.55,-93.43,28.41,30.90,95.79,337.16,0.19
2013-03-31,DAT,3.67,-21.79,9.29,9.96,75.31,810.66,0.21
2013-06-30,DAT,11.75,6.70,-3.00,-6.00,51.29,,0.08
2013-09-30,DAT,6.9,43.69,-14.52,-16.81,58.61,,0.11
2013-12-31,DAT,3.0,116.71,-90.32,-89.94,87.79,,0.17
2014-03-31,DAT,10.84,132.36,-61.74,-161.31,42.65,,0.09
2014-06-30,DAT,8.86,119.52,-83.15,-190.93,56.17,,0.1
2014-09-30,DAT,2.8,113.07,-170.54,-327.38,88.94,,0.27
2014-12-31,DAT,6.55,108.83,-88.45,-487.85,40.09,,0.14
2015-03-31,DAT,3.72,108.51,-183.55,-626.14,71.78,,0.22
2015-06-30,DAT,15.43,111.50,-73.22,-1275.66,28.67,,0.07
2015-09-30,DAT,38.97,99.35,-22.03,-826.61,8.75,,0.03
2015-12-31,DAT,32.03,98.36,-27.71,-599.19,9.49,,0.03
2016-03-31,DAT,28.32,92.14,-28.33,-486.40,10.01,,0.03
2016-06-30,DAT,25.05,90.64,-36.76,-593.70,11.24,,0.04
2016-09-30,DAT,25.21,88.50,-39.88,-652.86,12.25,,0.04
2016-12-31,DAT,15.81,92.33,-46.91,-454.09,13.92,,0.06
2017-03-31,DAT,16.13,93.82,-60.74,-535.82,15.99,,0.06
2017-06-30,DAT,13.07,97.54,-69.12,-388.53,18.97,,0.07
2017-09-30,DAT,9.21,92.46,-93.31,-421.12,23.65,,0.09
2017-12-31,DAT,11.66,102.43,-48.35,-517.86,11.93,,0.08
2018-03-31,DAT,10.8,105.30,-63.87,-536.40,14.28,,0.08
2018-06-30,DAT,7.94,94.85,-77.97,-513.56,16.87,,0.1
2018-09-30,DAT,4.37,126.53,-129.03,-745.99,21.94,,0.16
2018-12-31,DAT,4.0,117.32,-171.64,-800.87,28.14,,0.14
2019-03-31,DAT,8.12,133.69,-98.12,-897.84,21.63,,0.09
2019-06-30,DAT,5.37,154.43,-133.09,-1043.50,27.18,,0.12
2019-09-30,DAT,2.7,131.34,-151.58,-552.90,35.17,,0.19
2019-12-31,DAT,6.3,101.56,-52.68,-314.69,15.97,,0.12
2008-12-31,DTR,4.7,576.19,23.40,7.68,19.34,82.64,0.21
2009-12-31,DTR,3.09,161.88,42.22,11.82,14.41,34.13,0.27
2010-12-31,DTR,3.35,165.24,35.64,9.78,11.53,32.36,0.29
2011-03-31,DTR,,238.50,37.38,12.67,8.38,22.42,
2011-06-30,DTR,,419.79,32.45,18.13,4.58,14.11,
2011-09-30,DTR,,428.88,31.75,16.67,4.38,13.81,
2011-12-31,DTR,5.02,131.94,35.06,15.89,4.1,11.71,0.14
2012-03-31,DTR,,89.68,23.64,10.43,4.07,17.23,
2012-06-30,DTR,,62.62,15.64,6.95,3.86,24.67,
2012-09-30,DTR,4.37,54.53,13.40,6.44,3.8,28.33,0.15
2012-12-31,DTR,2.86,-417.80,15.45,7.90,3.47,22.47,0.25
2013-03-31,DTR,4.0,449.26,17.48,8.88,3.17,18.13,0.18
2013-06-30,DTR,3.61,234.14,18.54,8.53,3.02,16.31,0.2
2013-09-30,DTR,3.88,424.04,20.79,7.95,2.97,14.28,0.19
2013-12-31,DTR,2.75,86.50,12.13,3.27,2.95,24.35,0.29
2014-03-31,DTR,3.28,221.21,24.43,8.25,2.38,9.74,0.25
2014-06-30,DTR,3.04,136.33,22.01,7.58,2.43,11.06,0.26
2014-09-30,DTR,2.82,91.46,25.82,9.21,2.19,8.48,0.29
2014-12-31,DTR,2.21,75.50,31.18,9.88,2.61,8.36,0.37
2015-03-31,DTR,1.95,82.55,19.75,8.41,1.98,10.01,0.43
2015-06-30,DTR,2.7,199.61,35.30,13.09,1.54,4.37,0.31
2015-09-30,DTR,2.5,91.60,15.97,13.31,0.64,4.02,0.2
2015-12-31,DTR,2.17,117.26,20.61,16.33,0.6,2.92,0.26
2016-03-31,DTR,2.54,77.26,19.93,15.80,0.6,3.03,0.21
2016-06-30,DTR,2.59,154.94,18.77,16.12,0.56,3.0,0.22
2016-09-30,DTR,2.79,311.09,17.56,14.75,0.56,3.19,0.21
2016-12-31,DTR,2.44,125.89,16.52,12.91,0.53,3.23,0.24
2017-03-31,DTR,3.01,107.03,17.84,13.55,0.51,2.86,0.2
2017-06-30,DTR,2.98,70.98,13.07,10.75,0.5,3.81,0.21
2017-09-30,DTR,2.75,52.73,11.74,9.96,0.49,4.2,0.22
2017-12-31,DTR,2.24,52.12,10.13,9.40,0.48,4.73,0.27
2018-03-31,DTR,2.76,46.64,7.34,8.30,0.42,5.72,0.2
2018-06-30,DTR,1.78,36.18,8.50,9.09,0.41,4.82,0.24
2018-09-30,DTR,1.66,23.10,6.46,7.27,0.41,6.42,0.23
2018-12-31,DTR,1.2,7.69,1.77,3.39,0.46,26.22,0.36
2019-03-31,DTR,1.43,-9.42,-1.63,0.81,0.44,,0.31
2019-06-30,DTR,1.26,-43.19,-6.26,-2.35,0.45,,0.36
2019-09-30,DTR,1.23,-70.88,-5.69,-1.90,0.45,,0.35
2019-12-31,DTR,1.23,-16.36,-2.08,-0.19,0.44,,0.36
2004-12-31,ELZ,1.6,-8.71,2.33,7.63,2.04,87.88,0.34
2005-12-31,ELZ,2.36,83.56,12.04,8.70,2.02,16.77,0.23
2006-03-31,ELZ,2.02,62.33,12.37,9.51,1.94,15.67,0.3
2006-06-30,ELZ,1.73,125.44,15.31,11.18,2.17,14.17,0.35
2006-09-30,ELZ,1.95,98.68,17.61,13.07,2.05,11.66,0.32
2006-12-31,ELZ,2.04,61.11,16.00,12.37,2.0,12.51,0.28
2007-03-31,ELZ,2.25,65.52,15.52,12.43,1.91,12.3,0.26
2007-06-30,ELZ,1.6,61.07,17.64,12.73,2.02,11.47,0.39
2007-09-30,ELZ,1.88,60.17,17.07,13.50,1.92,11.24,0.35
2007-12-31,ELZ,2.16,79.47,18.07,14.97,1.85,10.25,0.32
2008-03-31,ELZ,2.98,89.75,17.45,15.20,1.81,10.39,0.31
2008-06-30,ELZ,3.09,3.23,0.67,14.18,2.13,319.95,0.33
2008-09-30,ELZ,3.25,-0.60,-0.13,13.38,2.03,,0.32
2008-12-31,ELZ,3.14,-2.44,-0.55,12.72,1.95,,0.32
2009-03-31,ELZ,3.26,-7.62,-1.54,11.86,1.89,,0.33
2009-06-30,ELZ,3.67,90.66,13.49,10.96,1.86,13.79,0.3
2009-09-30,ELZ,3.71,99.92,12.35,10.28,1.83,14.82,0.3
2009-12-31,ELZ,3.69,87.18,10.65,9.28,1.8,16.91,0.29
2010-03-31,ELZ,3.74,76.72,9.82,8.61,1.76,17.93,0.29
2010-06-30,ELZ,3.83,61.34,9.79,8.89,1.71,17.48,0.28
2010-09-30,ELZ,3.9,64.11,8.54,7.97,1.68,19.63,0.28
2010-12-31,ELZ,3.13,18.18,2.47,4.40,1.75,71.13,0.31
2011-03-31,ELZ,2.51,71.77,5.65,6.52,1.65,29.27,0.36
2011-06-30,ELZ,3.2,122.42,5.39,3.64,1.61,29.95,0.29
2011-09-30,ELZ,3.33,19.70,2.30,1.56,1.63,70.93,0.29
2011-12-31,ELZ,2.84,41.98,5.02,2.74,1.66,33.11,0.31
2012-03-31,ELZ,2.76,-0.41,-0.09,-0.91,1.66,,0.32
2012-06-30,ELZ,2.59,-3.54,-0.99,0.67,1.63,,0.29
2012-09-30,ELZ,2.97,0.65,0.16,3.98,1.63,998.75,0.25
2012-12-31,ELZ,2.74,22.48,6.23,7.58,1.56,25.0,0.27
2013-03-31,ELZ,2.7,57.02,18.12,15.23,1.35,7.48,0.29
2013-06-30,ELZ,2.91,52.58,19.27,15.81,1.31,6.82,0.27
2013-09-30,ELZ,2.49,65.71,22.96,15.16,1.33,5.81,0.31
2013-12-31,ELZ,1.94,63.86,22.40,13.88,1.28,5.72,0.41
2014-03-31,ELZ,1.71,48.65,20.13,12.72,1.14,5.65,0.49
2014-06-30,ELZ,1.72,45.88,24.60,13.38,1.04,4.24,0.5
2014-09-30,ELZ,2.18,61.19,27.13,13.32,0.97,3.58,0.38
2014-12-31,ELZ,1.06,99.17,29.40,14.92,0.9,3.08,0.49
2015-03-31,ELZ,1.23,-248.39,24.91,15.14,0.85,3.43,0.37
2015-06-30,ELZ,1.44,-62.20,23.79,15.13,0.98,4.11,0.51
2015-09-30,ELZ,1.34,-63.59,19.13,15.60,0.95,4.98,0.5
2015-12-31,ELZ,1.37,-77.58,13.78,13.56,0.93,6.76,0.5
2016-03-31,ELZ,1.41,92.37,8.47,10.63,0.92,10.92,0.49
2016-06-30,ELZ,1.23,25.02,7.30,9.46,1.01,13.83,0.52
2016-09-30,ELZ,1.18,15.39,4.10,8.05,1.02,24.8,0.53
